"License No.","Business Name",DBA,"License Type",City,County,Expiration
DAAA-VYKN-I9DA,"Invictus Botanica 420, LLC","Invictus Botanica 420, LLC",Dispensary,WILBURTON,Latimer,2024-05-04
DAAA-UO4M-8PLO,"R&K Farming Enterprises LLC","Herban Pharmhouse",Dispensary,Durant,Bryan,2023-10-02
DAAA-GX6H-4MXS,"ZenEmpire LLC",ZenbudZ,Dispensary,SAPULPA,Creek,2023-11-17
DAAA-QV0Y-P9ZK,"Moonrock Eddie's LLC","Moonrock Eddie's LLC",Dispensary,TECUMSEH,Pottawatomie,2023-03-03
DAAA-VYPX-X2QS,"Washita Valley Dispensary LLC","THE SUMMIT CANNABIS COLLECTIVE",Dispensary,"PAULS VALLEY",Garvin,2024-05-01
DAAA-4UU4-GIM3,"OKLAHOMA DANKA, LLC","OKLAHOMA DANKA",Dispensary,MARIETTA,Love,2023-12-27
DAAA-4YKO-ESBG,"Phresh OTD, LLC","Phresh OTD, LLC",Dispensary,ROLAND,Sequoyah,2024-03-28
DAAA-RFKH-A5CY,"CaliYield Retail, LLC","CaliYield Retail, LLC",Dispensary,"OKLAHOMA CITY",Cleveland,2023-09-26
DAAA-EKW2-J1US,"Lady Jane's Naturals LLC","Lady Jane's Naturals LLC",Dispensary,TULSA,Tulsa,2024-02-14
DAAA-NJNK-WMDO,"Venture Wise Enterprises, LLC",CannaWise,Dispensary,Duncan,Stephens,2023-03-08
DAAA-Z71N-8RGQ,"Elixir Holdings LLC","Elixir Holdings LLC",Dispensary,TULSA,Tulsa,2023-09-28
DAAA-NYFU-GLHT,"OKLATEX HOLDINGS LLC","MARI MED",Dispensary,OWASSO,Tulsa,2023-05-02
DAAA-NJOS-1D5V,"Rising Altitude LLC","Craft Cannabis Company",Dispensary,Edmond,Oklahoma,2024-03-13
DAAA-EYPP-OPKP,"The Budologist LLC","The Budologist LLC",Dispensary,CHOCTAW,Oklahoma,2023-09-22
DAAA-VKK8-KZWF,"Akui Industries Inc","OK Aloha",Dispensary,TULSA,Creek,2024-05-09
DAAA-7A0I-AQGP,"Green Leaf Products LLC","Green Leaf Products LLC",Dispensary,MOORELAND,Woodward,2023-09-12
DAAA-1J6T-7BLP,"Green medical patients LLC","Green doctor 420",Dispensary,MOORE,Cleveland,2023-10-11
DAAA-6V90-F8QM,"PURPLE HAZE ENTERPRISES INC","PURPLE HAZE DISPENSARY",Dispensary,WEATHERFORD,Custer,2024-02-01
DAAA-EKJN-FFTB,"Re-Leaf Resolution, LLC","Re-Leaf Resolution, LLC",Dispensary,WEATHERFORD,Custer,2023-01-13
DAAA-EJRL-TKKK,"Flower Power Dispensary LLC","Flower Power Dispensary LLC",Dispensary,MUSKOGEE,Muskogee,2023-11-14
DAAA-8ZGM-MDAT,"Trifecta Farms, LLC","Trifecta Farms, LLC",Dispensary,NORMAN,Cleveland,2024-02-06
DAAA-EY5C-Y73Q,"30M Ventures LLC","Tulsa House of Fire",Dispensary,TULSA,Tulsa,2024-02-01
DAAA-41HT-NTMP,"Green Comfort Medicinal Dispensary, LLC.","Green Comfort Medicinal Dispensary, LLC.",Dispensary,Haskell,Muskogee,2024-02-15
DAAA-PLTT-XH4W,"MLH Retail, LLC","MLH Retail, LLC",Dispensary,PIEDMONT,Canadian,2023-11-14
DAAA-QYXB-LKO0,"KRUSH-ALL LLC","Pre-Roll King",Dispensary,Lawton,Comanche,2023-02-06
DAAA-8E1S-6CSN,"Faded Flamingo LLC","Faded Flamingo LLC",Dispensary,CUSHING,Payne,2023-12-14
DAAA-KCO3-RQ9M,"Native Brothers Dispensary of Edmond, LLC","Native Brothers Dispensary of Edmond, LLC",Dispensary,EDMOND,Oklahoma,2023-12-05
DAAA-NC7V-R9KP,"THE GREENS PALACE LLC","THE GREENS PALACE",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-05-05
DAAA-X7GB-N2BZ,"TWISTED TERPS DISPENSARY, LLC","TWISTED TERPS DISPENSARY, LLC",Dispensary,WAGONER,Wagoner,2023-12-06
DAAA-4KYC-4YDV,"Buds Station LLC","Buds Station",Dispensary,COALGATE,Coal,2023-03-07
DAAA-EJWL-CYZS,"SP1112, LLC","Capital Dank Edmond",Dispensary,EDMOND,Oklahoma,2023-12-20
DAAA-CW5F-ABK2,"HIDDEN GEMZ DISPENSARY, LLC","HIDDEN GEMZ DISPENSARY",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-06
DAAA-KPBP-TQBR,"OKAF, Inc","Apothecary Extracts",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-08
DAAA-VKBH-8LTH,"The Sacred Herb, LLC","The Sacred Herb",Dispensary,SAPULPA,Creek,2023-11-15
DAAA-EKML-QH7G,"Entitled Health LLC","Ignite Cannabis",Dispensary,"Broken Arrow",Wagoner,2024-03-28
DAAA-4DZE-38C2,"David's Cloud LLC","David's CLoud",Dispensary,NEWALLA,Cleveland,2023-11-28
DAAA-NKIX-NA2O,"M.A.T Wellness Center, LLC","Cannabis Factory",Dispensary,"Oklahoma City",Oklahoma,2024-07-31
DAAA-VJFA-ZC18,"H & J Investment Group, LLC","Dazed on Route 66",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-03-14
DAAA-PEGV-C9U6,"Premium Leaf LLC","Skunk's Den",Dispensary,tulsa,Creek,2023-04-11
DAAA-U06K-D0RI,"BEE'S KNEES DISPENSARY LAWTON LLC","BEE'S KNEES DISPENSARY LAWTON LLC",Dispensary,LAWTON,Comanche,2024-10-25
DAAA-E1AC-RGM9,"Nectar, LLC","Nectar, LLC",Dispensary,TAHLEQUAH,Cherokee,2023-11-27
DAAA-BLGA-5GG4,"Wholey Wholistics, LLC","YUR Place",Dispensary,NOBLE,Cleveland,2024-03-22
DAAA-JDFK-ULN3,"MAC Honeyhole Limited, LLC",Packs,Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-01
DAAA-4YEB-1VXX,"Fire Ranch Farmacy LLC","Fire Ranch Farmacy",Dispensary,EDMOND,Logan,2024-04-25
DAAA-QJBP-8BYR,"Future Utopia LLC","Future Utopia LLC",Dispensary,"Oklahoma City",Oklahoma,2023-11-17
DAAA-E18H-DLFF,"The Dankery LLC","The Dankery Dispensary",Dispensary,TULSA,Tulsa,2024-05-17
DAAA-N1BS-TEAD,"Cvltivation Clvb LLC","Cvltivation Clvb LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-05-16
DAAA-VJHM-Y9EG,"Robot Pharmer LLC","Robot Pharmer LLC",Dispensary,TULSA,Tulsa,2023-09-19
DAAA-YN9F-7NYE,"Paradise Hill Inc.","Wright Paradise Dispensary",Dispensary,GEARY,Blaine,2024-09-15
DAAA-OWKO-Y8H2,"Rosecrans Dispensary, LLC","Rosecrans Dispensary",Dispensary,MUSKOGEE,Muskogee,2023-08-24
DAAA-XD33-B7CR,"70 Rocks LLC","70 Rocks LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-19
DAAA-WYC2-UXOW,"American Cannabis Company - 4, LLC","American Cannabis Company, LLC",Dispensary,"MIDWEST CITY",Oklahoma,2024-03-30
DAAA-HOVD-POWF,"B&E Paragon, LLC","Essential Cannabis",Dispensary,TULSA,Tulsa,2023-07-31
DAAA-SEKM-EBQP,"D-LUXE EXPRESS DISPENSARY LLC","D-LUXE EXPRESS DISPENSARY LLC",Dispensary,JENKS,Tulsa,2023-08-29
DAAA-FY3Z-RWMK,"2012 N UNION LLC","Kush Gardens Store 1",Dispensary,"PONCA CITY",Kay,2024-04-17
DAAA-4YLI-B2PD,"Wild Willy's Bud Pharmacy LLC","Wild Willy's Bud Pharmacy",Dispensary,POCOLA,"Le Flore",2023-09-22
DAAA-E1TB-R9JF,"Superior Buds LLC","Superior Buds",Dispensary,BRISTOW,Creek,2024-01-08
DAAA-4JGF-VRDG,"House of 1000 Trees LLC","Holy Smokes Dispensary",Dispensary,"PONCA CITY",Kay,2024-09-29
DAAA-EJHV-RAAU,"Vermillion Kush LLC","Vermillion Kush LLC",Dispensary,DEWEY,Washington,2023-11-21
DAAA-N1TB-XOGV,"Thunder Budz Dispensary LLC","Thunder Budz Dispensary",Dispensary,NOBLE,Cleveland,2023-08-04
DAAA-IQCC-QZRQ,"Green Stone Premium, LLC","Green Stone Premium, LLC",Dispensary,Lawton,Comanche,2023-12-07
DAAA-QMMK-C6QL,"The Reefers, LLC.","The Reefers, LLC.",Dispensary,TISHOMINGO,Johnston,2023-07-05
DAAA-4KLQ-AFOV,"Flower Tops LLC","Flower Tops LLC",Dispensary,COWETA,Wagoner,2024-01-25
DAAA-NKZY-EASU,"The Heal 365, LLC","The Heal 365, LLC",Dispensary,"MIDWEST CITY",Oklahoma,2023-02-01
DAAA-DVSZ-QZCJ,"Tilted Holdings LLC","Tilted Holdings LLC",Dispensary,MIAMI,Ottawa,2023-08-04
DAAA-IFLW-XUH3,"Downtown Cannabis Co. LLC","Downtown Cannabis Co. LLC",Dispensary,ENID,Garfield,2022-11-13
DAAA-NYDK-UDPK,"High Roller Investments, INC","Lotus Gold Bartlesville",Dispensary,Bartlesville,Washington,2023-08-21
DAAA-LIAX-UXM7,"CAD LLC",FERN,Dispensary,CACHE,Comanche,2024-01-11
DAAA-CK3Y-KKYZ,"SmokeHouse of Trees LLC","SmokeHouse of Trees",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-07-13
DAAA-N1IB-LWNW,"Green medical Patients LLC",Greendoctor420,Dispensary,"Oklahoma City",Oklahoma,2023-08-08
DAAA-EKJ5-PK0W,"Green Peace, Inc.","Green Peace, Inc.",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-09-18
DAAA-EJXK-WD4K,"Best Dispensaries LLC","Best Dispensaries LLC",Dispensary,TULSA,Tulsa,2024-05-26
DAAA-ELH0-MLHC,"High Low Dispensary LLC","High Low Dispensary LLC",Dispensary,DRUMRIGHT,Creek,2023-09-25
DAAA-NXGL-SWFX,"Tiffany Watson","Natures Own Medicine",Dispensary,"MOUNTAIN VIEW",Kiowa,2023-11-15
DAAA-EKCG-ZTZ9,"Paper Planes LLC","Refined Flower",Dispensary,GROVE,Delaware,2023-11-01
DAAA-KIEK-PUNO,"5 Star Kush, LLC","5 Star Kush, LLC",Dispensary,"MIDWEST CITY",Oklahoma,2023-11-10
DAAA-TYSE-QFRB,"C'Level Cannabis, LLC","C'level Cannabis Dispensary",Dispensary,TULSA,Oklahoma,2023-12-12
DAAA-I63Y-3VGL,"Atomic Chronic Dispensary LLC","Atomic Chronic Dispensary",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-02
DAAA-SMLQ-3JTJ,"Miko Meds, LLC","Miko Meds",Dispensary,Eufaula,McIntosh,2023-01-12
DAAA-M33A-X5DT,"Classy Holdings LLC","Full Tilt Cannabis",Dispensary,Vinita,Craig,2024-01-11
DAAA-N1AX-RQXR,"Mystic Leaf, LLC","Mystic Leaf, LLC",Dispensary,ALTUS,Jackson,2023-10-17
DAAA-E1SV-YCWS,"YouTokem LLC",Utokem,Dispensary,CLAREMORE,Rogers,2024-05-17
DAAA-VJF5-HGJJ,"BUILDABRICK LLC",Candee,Dispensary,TULSA,Tulsa,2023-09-25
DAAA-EKAL-TBZA,"Green Medical Patients LLC","Greendoctor 420",Dispensary,EDMOND,Oklahoma,2023-10-17
DAAA-EJHE-KGJE,"miTs Farmacy","miTs Farmacy",Dispensary,MIAMI,Ottawa,2024-04-06
DAAA-N177-QRBO,"The Heal 365, LLC","The Heal 365, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-03-13
DAAA-NKYE-LSQ7,"Jimmy W. Risman",MEDUSA,Dispensary,VINITA,Craig,2023-09-27
DAAA-MOPH-ZNJ2,"A-Z Dispensary","A-Z Dispensary",Dispensary,TULSA,Tulsa,2024-03-20
DAAA-T4IA-0744,"Marble City Meds, LLC","Marble City Meds",Dispensary,"Marble City",Sequoyah,2023-11-14
DAAA-TIM3-MFZO,"Push Cannabis LLC","Push Cannabis LLC",Dispensary,TULSA,Tulsa,2024-02-01
DAAA-IQJW-SC3Z,"EVERMORE CANNABIS DISPENSARY LLC","EVERMORE CANNABIS DISPENSARY",Dispensary,OKMULGEE,Okmulgee,2023-11-10
DAAA-VYFH-BJHP,"Altcare 7 LLC","Fire Leaf 7",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-09-22
DAAA-HKSQ-W1ZQ,"Elevate RX LLC","Elevate RX LLC",Dispensary,"PONCA CITY",Kay,2023-11-15
DAAA-PW5Z-CHE2,"Jim Bud’z 2 LLC","Jim Bud’z 2",Dispensary,TULSA,Tulsa,2023-08-23
DAAA-AUPN-DPWU,"Green Supreme Flower, LLC","Green Supreme Flower, LLC",Dispensary,Moore,Cleveland,2024-03-31
DAAA-VYJN-DF88,"JUDE'S FARM LLC","GREEN BLOC ALTUS",Dispensary,ALTUS,Jackson,2024-05-17
DAAA-ZMTG-BGIP,"Nehemie Benoni Chery",Exhallent,Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-03
DAAA-4JXY-HQPR,"Hashtag 420 LLC","Hashtag 420 LLC",Dispensary,Krebs,Pittsburg,2022-12-11
DAAA-N1M0-D1ZL,"Gravity Dispo INC","Gravity Dispo INC",Dispensary,TULSA,Tulsa,2024-05-09
DAAA-N1MM-RFVO,"BH Property Management, INC","BH Property Management, INC",Dispensary,Eufaula,McIntosh,2023-12-23
DAAA-4QQQ-NG3W,"RUBY L HOLLEY","KINGZ AND QUEENZ 420",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-01-09
DAAA-N1F0-GZ3Q,"Herbal Meds LLc","Herbal Meds",Dispensary,TULSA,Tulsa,2023-12-09
DAAA-RTMM-NPDV,"River Bend 420 Incorporated","River Bend 420",Dispensary,CHICKASHA,Grady,2023-07-05
DAAA-5WWY-PFZU,"Hootie's Enchanted Garden LLC","Hootie's Enchanted Garden LLC",Dispensary,LAWTON,Comanche,2023-07-13
DAAA-IT3Z-CZOF,"Exotic Meds of Oklahoma LLC","Exotic Meds of Oklahoma LLC",Dispensary,SEMINOLE,Seminole,2024-03-29
DAAA-4Y5M-A86S,"Alternative Cures, LLC","Alternative Cures, LLC",Dispensary,WOODWARD,Woodward,2023-08-03
DAAA-4Y6N-TK5I,"Top Shelf Medicinals on Broadway , LLC","Top Shelf Medicinals on Broadway , LLC",Dispensary,POTEAU,"Le Flore",2023-11-06
DAAA-4KSS-JC83,"Ponca City Dispensary Inc","Vice Dispensary",Dispensary,"MIDWEST CITY",Oklahoma,2023-11-10
DAAA-QPXG-QOX0,"W&H Farms, LLC.","Elite Cannabis Farms",Dispensary,DURANT,Bryan,2023-12-14
DAAA-V1LV-DSVS,"Altcare 4 LLC","Fire Leaf 4",Dispensary,GUTHRIE,Logan,2023-09-18
DAAA-P7VD-PILT,"Vault Dispensary LLC","Vault Dispensary LLC",Dispensary,ADA,Pontotoc,2023-09-08
DAAA-OSAQ-HXQJ,"The Vault By Grow Happy Farms LLC.","The Vault By Grow Happy Farms LLC.",Dispensary,Muskogee,Muskogee,2024-08-18
DAAA-QMNC-1XOK,"Red Label Dispensary LLC","Red Label Dispensary LLC",Dispensary,STILLWATER,Payne,2024-07-05
DAAA-XVUO-ZZIX,"Joint Pain Alva, LLC","Highdrated Cannabis LLC",Dispensary,ALVA,Woods,2023-07-26
DAAA-NYOG-4NCO,"Medijuana Pharm, LLC","Medijuana Pharm, LLC",Dispensary,TULSA,Tulsa,2023-08-09
DAAA-E1JZ-MY2H,"SHREE SHIVAM, INC.","SHREE SHIVAM, INC.",Dispensary,DURANT,Bryan,2023-09-20
DAAA-EKMU-IYCX,"Test Hippie Cures LLC","Test Hippie Cures",Dispensary,CARNEGIE,Caddo,2023-12-19
DAAA-HCWS-SSUS,"proper cannabis llc","proper cannabis llc",Dispensary,Norman,Cleveland,2023-09-13
DAAA-T1HY-1XUR,"Nice Dreamz Collective LLC","Nice Dreamz Collective LLC",Dispensary,LAWTON,Comanche,2023-12-14
DAAA-VKIH-IZIT,"Corporation Asset Network Association, LLC","Minerva Canna of Oklahoma",Dispensary,GROVE,Delaware,2024-02-08
DAAA-XDNL-ET0E,"KEDARNATH LLC","OKC 10 DISPENSARY",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-05-12
DAAA-TV2E-X79A,"Hydropolis LLC","Hydropolis LLC",Dispensary,"SAND SPRINGS",Tulsa,2023-12-11
DAAA-GDSF-HLF0,"Morgan Road Medical","Morgan Road RX",Dispensary,"OKLAHOMA CITY",Canadian,2023-10-30
DAAA-VJWS-G0ZQ,"The Loud House Dispensary L.L.C.","The Loud House Dispensary L.L.C.",Dispensary,WAGONER,Wagoner,2023-10-09
DAAA-4JNB-ASJD,"420 Farmacy LLC","420 Farmacy LLC",Dispensary,"ELK CITY",Beckham,2024-05-05
DAAA-EYRS-6UHT,"Chronic Solutions LLC","Chronic Solutions LLC",Dispensary,Norman,Cleveland,2024-05-16
DAAA-L9GJ-ZRAV,"BDD ENT LLC","Bud Diamonds Dispensary",Dispensary,Fairland,Ottawa,2024-01-12
DAAA-O2RM-PKIN,"BCN Industries LLC","High House",Dispensary,"Midwest City",Oklahoma,2024-02-01
DAAA-1HXC-BOAV,"MN CANNABIS INC","UNION CANNABIS",Dispensary,TULSA,Tulsa,2023-10-24
DAAA-4KKN-MFOR,"Medicine Leaf Dispensary","Medicine Leaf Dispensary",Dispensary,HOLDENVILLE,Hughes,2023-07-07
DAAA-I2VK-IET4,"Koochie's Flowers, LLC","Koochie's Flowers, LLC",Dispensary,Tulsa,Tulsa,2024-02-01
DAAA-H31W-6WA7,"Urbn Roots Inc","Urbn Roots",Dispensary,ENID,Garfield,2022-02-01
DAAA-O5QG-3PMI,"Capitol Emporium, Inc.","Dank's Wellness Emporium",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-17
DAAA-VJ82-ONWT,"Dana`s Green Depot, LLC","Dana's Green Depot",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-09-15
DAAA-VY9W-UROV,"Dazey's Canna Co.","Dazey's Canna Co.",Dispensary,Stigler,Haskell,2024-05-01
DAAA-OBGY-75LH,"DAZEY'S CANNABIS COMPANY , LLC","DAZEY'S CANNABIS COMPANY , LLC",Dispensary,CHECOTAH,McIntosh,2023-12-20
DAAA-NJRP-UMZA,"T-N-T Trading Inc","TruMed Dispensary",Dispensary,DURANT,Bryan,2024-02-28
DAAA-IUOI-CVXI,"METHOD DISPENSARY LLC","METHOD DISPENSARY LLC",Dispensary,"BROKEN ARROW",Tulsa,2023-11-13
DAAA-ORQL-B2DL,"High Grow LLC","Black Dragon Dispensary",Dispensary,Walters,Cotton,2023-09-27
DAAA-N1HA-3MIB,"Elevated Research Group LLC","Elevate Dispensary",Dispensary,YUKON,Canadian,2023-09-01
DAAA-V1PY-MUDN,"Preston Pierce","Midwest Dispensary",Dispensary,BOSWELL,Choctaw,2022-12-25
DAAA-VKI2-GDKS,"Sticky Nickel LLC","Sticky Nickel",Dispensary,BARTLESVILLE,Washington,2023-05-24
DAAA-NYCE-SLKS,"46 Releaf No 2 Inc","46 Releaf No 2 Inc",Dispensary,Moore,Cleveland,2023-09-13
DAAA-EY1Z-PW1U,"High Roller Investments, Inc","Lotus Gold Broken Arrow",Dispensary,"BROKEN ARROW",Tulsa,2023-10-13
DAAA-4YUC-QXSE,"Canna Culture Dispensary LLC","Canna Culture Dispensary",Dispensary,LAWTON,Comanche,2024-01-13
DAAA-G8VT-GAH6,"Pirpich Industries LLC","Big Buds Natural Releaf",Dispensary,"BROKEN ARROW",Tulsa,2024-03-07
DAAA-4BM4-8QMN,"Native grows native herb from native land llc","Native grows native herb from native land",Dispensary,HEAVENER,"Le Flore",2023-11-14
DAAA-FVJ2-7DD9,"Native Medicine Ltd. Co.","Native Medicine Ltd.",Dispensary,CHELSEA,Rogers,2023-11-15
DAAA-I0UJ-TWAN,"How High Dispensary #2 LLC","How High Dispensary #2 LLC",Dispensary,NORMAN,Cleveland,2023-10-09
DAAA-X2YW-YA5F,"REDBILLY DISPENSARY 1, LLC","REDBILLY DISPENSARY 1, LLC",Dispensary,COLCORD,Delaware,2023-12-07
DAAA-E1OO-ZRML,"Grateful Med","grateful med",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-04-18
DAAA-KLYV-XKFQ,"LIT CC2 LLC","LIT CANNABIS CLUB2",Dispensary,"OKLAHOMA CITY",Oklahoma,2022-12-20
DAAA-EK6J-A6NL,"Big B’s Farmacy, LLC","Big B's Farmacy, LLC",Dispensary,CLAREMORE,Rogers,2023-08-21
DAAA-4JIL-FKHP,"Altcare 5 LLC","Fire Leaf 5",Dispensary,"OKLAHOMA CITY",Cleveland,2023-09-27
DAAA-SYDB-CY6L,"Highland Wellness LLC","Imagine Dispensary",Dispensary,SHAWNEE,Pottawatomie,2024-02-01
DAAA-41T5-3PRH,"SUN KISSED TANNING SALON","GREEN PLUS",Dispensary,TUTTLE,Grady,2024-04-18
DAAA-VKEF-0RMN,"Earth Wind and Flower LLC","Earth Wind and Flower",Dispensary,ARDMORE,Carter,2024-05-19
DAAA-4KSG-WJGE,"The Paladin Group, LLC","The Paladin Group, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-09-13
DAAA-4YMQ-UVTZ,"Ogre Village, LLC","Ogre Village, LLC",Dispensary,"SOUTH COFFEYVILLE",Nowata,2023-09-08
DAAA-J5K7-ZPWY,"Ganja Shack, Inc","Ganja Shack",Dispensary,MCALESTER,Pittsburg,2024-06-06
DAAA-VKIP-TWTF,"THE JOINT 580 LLC","THE JOINT 580 LLC",Dispensary,Lawton,Comanche,2024-06-02
DAAA-VIFA-V8MZ,"Septrain LLC","Healing Options Dispensary Wagoner",Dispensary,Wagoner,Wagoner,2024-02-24
DAAA-3DII-O3FM,"Bithi, LLC","Bithi, LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-02-01
DAAA-NYS4-HRGZ,"VAPORHERBS LIMITED LIABILITY CORPORATION","VAPORHERBS LIMITED LIABILITY CORPORATION",Dispensary,SAPULPA,Creek,2024-03-15
DAAA-NJLE-AGTM,"Gas House Dispensary LLC","Gas House Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-04-24
DAAA-4JZO-NZCU,"2CG, LLC","Kush Kan",Dispensary,FREDERICK,Tillman,2023-09-14
DAAA-5CQM-3TTR,"710 FACTORY LLC","710 FACTORY LLC",Dispensary,"Oklahoma City",Oklahoma,2024-05-03
DAAA-ORWP-VFDY,"The Pot Hole Dispensary LLC","The Pot Hole Dispensary LLC",Dispensary,"WARR ACRES",Oklahoma,2023-12-06
DAAA-UGRX-FKM5,"P2P #1, LLC","The Vintage Smoke Dispensary",Dispensary,NORMAN,Cleveland,2023-12-06
DAAA-IPJP-WREZ,"Sweet Leaf Endeavors Retail, LLC","Sweet Leaf Endeavors Retail, LLC",Dispensary,TULSA,Tulsa,2023-10-25
DAAA-VJKD-VICO,"The Natural Way LLC","Natural Way Dispensary",Dispensary,"ELK CITY",Beckham,2023-10-24
DAAA-JTZA-EEEE,"Westside Connection Dispensary of Tulsa, LLC","Westside Connection Dispensary of Tulsa, LLC",Dispensary,Tulsa,Tulsa,2024-01-08
DAAA-GZUM-XV5E,"Brickhouse Cannabis Co.","Brickhouse Cannabis Co.",Dispensary,SHAWNEE,Pottawatomie,2023-12-21
DAAA-PFXO-RYAH,"F5 Med, LLC","Seed Cannabis Co.",Dispensary,TULSA,Tulsa,2023-12-05
DAAA-NJ56-XOKA,"Rusty's Shop LLC","Rusty's Shop LLC",Dispensary,LINDSAY,Garvin,2023-10-17
DAAA-KYBQ-9MOL,"Releaf Organix Cannabis Company","Releaf Organix Cannabis Company",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-13
DAAA-3G4J-MRZS,"OKAF, Inc","Apothecary Extracts",Dispensary,DURANT,Bryan,2024-07-26
DAAA-NJWZ-YHVR,"GreenTree Medical LLC","Alternative Medicine Dispensary",Dispensary,DEVOL,Cotton,2023-08-07
DAAA-NY5X-9QCR,"Good Vibes Dispensary LLC","Good Vibes Dispensary LLC",Dispensary,Tahlequah,Cherokee,2024-04-21
DAAA-EKRZ-WQFU,"The 420 Spot LLC","The 420 Spot",Dispensary,ARDMORE,Carter,2023-12-11
DAAA-5MJK-NDVV,"OKAF, Inc","Apothecary Extracts",Dispensary,MOORE,Cleveland,2023-07-25
DAAA-FK89-SWTF,"Mo Trees Dispensary LLC","Mo Trees Dispensary LLC",Dispensary,Tulsa,Tulsa,2023-08-14
DAAA-EJJ1-VI0N,"Fire Buds Dispensary LLC","Fire Buds Dispensary LLC",Dispensary,Mannford,Creek,2024-03-03
DAAA-OVKX-ONQ3,"STEEL COWBOY ENTERPRISES, LLC","OKLAHOMA CANNABIS APOTHECARY",Dispensary,"Fort Gibson",Muskogee,2023-11-23
DAAA-BTIC-RADC,"Dank Banq, LLC","Dank Banq, LLC",Dispensary,GLENPOOL,Tulsa,2023-10-17
DAAA-N8JE-TZ1U,"BOWSERS CANNABIS COMPANY LLC","BOWSERS CANNABIS COMPANY LLC",Dispensary,NEWALLA,Cleveland,2023-10-13
DAAA-XBFO-FYDB,"Full Power, LLC","Full Power, LLC",Dispensary,EDMOND,Oklahoma,2024-01-01
DAAA-VYQJ-7Q9H,"HAPPA Wellness LLC.","Happa Wellness",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-10-19
DAAA-4JBN-0KZI,"Green Vibes Dispensary LLC","Green Vibes Dispensary LLC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-11-08
DAAA-N1SC-A7SM,"Healing Options LLC","Healing Options LLC",Dispensary,EUFAULA,McIntosh,2023-12-15
DAAA-BEGE-KQOG,"Cannabless Retail 23 LLC","Cannabless Retail 23 LLC",Dispensary,ENID,Garfield,2024-06-16
DAAA-RFIR-XMDG,"Johnny Appleseed Remedies LLC","Johnny Appleseed Remedies",Dispensary,HENRYETTA,Okmulgee,2023-07-06
DAAA-NYIC-VUA4,"Kaneh Keys LLC","Lotus Gold - Vinita and/or Anchoner Cannabis Company - Vinita",Dispensary,VINITA,Craig,2023-09-26
DAAA-4KIK-BGLG,"Friendly Market OKC, LLC","Friendly Market OKC",Dispensary,"OKLAHOMA CITY",Oklahoma,2023-12-05
DAAA-4HHZ-E3FH,"Blackwell Capital Gain LLC","Blackwell Capital Gain LLC",Dispensary,BLACKWELL,Kay,2023-09-15
DAAA-4JGT-HGBP,"Buds Apothecary LLC","Buds Craft Cannabis",Dispensary,MCALESTER,Pittsburg,2024-01-09
DAAA-EY7X-W1TR,"MedStation-I LLC","MedStation-I LLC",Dispensary,DEVOL,Cotton,2023-02-14
DAAA-4JYA-UHMD,"Ellison Ventures Inc","Green Leaf Supply co",Dispensary,"OKLAHOMA CITY",Oklahoma,2024-04-25
DAAA-4YHC-3TPP,"The Gas Station Inc.","The Grass Pharm Cannabis Market",Dispensary,norman,Cleveland,2023-09-15
DAAA-4KH8-OLAI,"Celebrity Wellness Budz, LLC","Celebrity Wellness Budz, LLC",Dispensary,TULSA,Tulsa,2024-01-12
DAAA-VY0F-OYPW,"The Hippie Joint Dispensary, LLC","The Hippie Joint Dispensary, LLC",Dispensary,WYANDOTTE,Ottawa,2023-09-27
DAAA-PMDM-EMQN,"DESERT EXTRACTS LLC","SLOWBURN - MANGUM",Dispensary,MANGUM,Greer,2024-01-02
DAAA-CX0H-BAWP,"Pirpich Industries LLC","Big Buds Natural Releaf",Dispensary,"SAND SPRINGS",Tulsa,2024-01-10
DAAA-TOUW-ISTG,"Diesel Weed LLC","Diesel Weed LLC",Dispensary,BETHANY,Oklahoma,2024-01-11
DAAA-NKGV-KDCD,"Scott Stahl and Shelly Stahl","Pure Wellness Medical",Dispensary,Ardmore,Carter,2024-02-14
